,0,tweet
1293438,0,"Had a talk with Mom, she said I should concentrate more on photography, not on guys!!! She's a wise person! "
815218,0,@biannagolodryga welcome to the twittering world 
860861,0,"@ThatKevinSmith Well, I did my part. Now get out there and drum up some more! "
1227389,0,shopping all day with long lost twinnie! 
1014177,0,"@jbarnabasl thanks for the message Barney, thoughts much appreciated "
890387,0,Thank U for following me   @mlphilippsen @MissNaveen @melissaart  @simonleung @PermanentTrails @KathrynJo @SupermanLovesU  @cristina_jacob
1055903,0,"off to the beach, hopefully cool down my sun burn lol  yay for nice weather."
836073,0,@GoUp hi  nice to post just in english.... i'll try
1292771,0,"@travessia hi Marco, always happy to see Travessia's name on the Twitter "
961330,0,"@sideshowtony that's the episode I was watching   CBS has them online, I watched The Man Trap before I fell asleep, awesome creature too!"
1002055,0,WHOOOO HOOOOO The Market is back at City Hall  You will not believe how much that cheers me up.
867533,0,"Starting my day at 1pm? Well, haven't done this in a while... "
1337909,0,@Kaye_Lovely you cant get hooked on good dick thats like trying to smoke crack one time and one time only lmfao 
982149,0,@ Banana Republic!! I love preppy!! 
983598,0,today is the day! Heading off to my first interview 
1584153,0,@Aharvey24 i really want to see your net sesh... or just get to throw balls at you in padding again... 
1413485,0,http://twitpic.com/6rgzp - Switzerland..  try to find me..
1269602,0,@shawnasays is on Griffin'd twitter for 2.5 seconds. Hi. 
1521891,0,"Just had a midday-nap, now I ferl better  g'day everyone!!"
957204,0,@changa13 RE: inxs u might like this cover of NTUA from my fav michael johns  http://bit.ly/106EGW
1029817,0,"@selenagomez just heard the preview of ftsk's Whoah Oh that features you, sounds awesome! "
1027054,0,WOW! my awesome wkend adventure is over =( I want more like it...gotta plan for June 
1512036,0,"@Monica2112 Oh don't worry, I don't mind if you are.    I'm just happy u want to meet me!"
1011265,0,@EmmaLouiseShe  There's so much to talk about I can barely help myself 
907403,0,@davidarchie great  what did you end up having?
1210703,0,@sweetdistin Oooops....dementia??!!?? Or your mind on higher things?  I know which I'd go for 
810688,0,Is in his way to a MindManager Session 
1313431,0,@TheRealJordin i loveee battlefield! my friends and i have been listening to it nonstop&amp;i cant get it out of my head! def a good thing 
1324231,0,"@topgold That rocks! I &lt;3 flying, unfortunately I don't get the opportunity to go half enough, and then its mainly Cessnas "
1241958,0,@redbery94 try to upload it now  go on
1398294,0,i'm SO SICK of school. Can't wait for this summer; TOAL WHITE-OUT TINGS. 
1071917,0,Watching the suite life on deck 
1456445,0,"@ PRsocialite so yeah i kinda miss ya right about now, "
882996,0,Going to Brent Cross soon. Hopefully I can find something nice for myself. 
1008156,0,Today is a busy day.. I need my peace to work non-stop though I need plenty of coffee - what would the world look without coffee? ey! 
953008,0,"@18percentgrey Moore's law is nowdays skewed, and unsuitable to calculate spec of end-user product "
1370623,0,Almost out of work what should I do after? 
1543642,0,@iamspectacular wen u comming to Amarillo Texas so I can get wetter LOL 
1399321,0,just bought school supplies... i will now enjoy my one week of vacation. 
1446782,0,@CarebearJK My night was amazing  I'm going to put a few twitpics up as well as put all my pix &amp; videos on FB 
833449,0,Hey! Hello there @Veronique  ? http://blip.fm/~4kvvh
870692,0,@jenessa17s happy bday pretty girl  wear sunscreen!
880067,0,@chrisbosh dude the beer can chicken is MONEY! gotta use that heineken keg can for the prime flavor 
1273525,0,@abigayle1998 you can do it abie! i swear. 
1169195,0,@amalinaaa i love your profile pic 
915368,0,@mosdefaqueen My pleasure. I can't be with my mom on Mother's Day. But I can spread love. 
815571,0,@twiggyvogue awwww what a cutie 
1420787,0,@rae400 Thanks for taking time to answer everybody that twits you. It's very courteous. 
977761,0,@hexmurda worth every minute!  body's own drugs are strong! so happy we were not in the hospital. we were here: http://tinyurl.com/psp67d
1105604,0,had my dose of retail therapy... finally. gearing up for tonight. 
891660,0,I just spent the past 3 hours washing and waxing my car and helping my dad wash his motorcycle. Sup at father daughter bonding! 
1223435,0,"@KrisSiejJ__XX__ lol, it was random. but I now have so many new McFly songs!   x"
1147922,0,defining her style and life... growing up everyday 
822531,0,"Time to come clean -- I wanted to give up meat for a long time, but it took a @tonyrobbins seminar for me to do it!  Let the jokes begin "
1217936,0,"No Millie =( But another addition, possibly named Charlie  KITTEN! KITTEN! KITTEN!"
1375292,0,@barbiedressmeup Ya I can't say which is kinda silly but lets just say we have plenty 
1469247,0,http://twitpic.com/6turp Sitting on the beach with 4 out of 5 of my fav girls  miss u men men
1489110,0,Cash in on your twitters  http://linkbee.com/SpareMoney #jobs  Sir Alan
1029516,0,"@JohnTheTechGuy hey John, like the frame on your pic, draws attention like a sponsored search "
826099,0,@LanceGross hello Lance! Tell your liver I said &quot;Peace out &amp; get well&quot; ! 
1241151,0,Today went by fastttt 
813794,0,@mileycyrus p.s. i love you too 
965125,0,@djhochreutiner will do... maybe even two drinks 'cause your such a nice guy 
1517709,0,"@Catwoman123 Morning, Cat. Just grabbing 10 mins tweet time, then I'm off. Have a good day "
1250865,0,new moon looks good 
1348791,0,@JupitaUpcycled ah that is to sweet about the bracelets.  I cant wait to see 
1044299,0,Morning twitter nation. It's a glorious Friday in London 
1518993,0,@jimeh Need more! 
1003448,0,@drewryanscott agreed 
1042840,0,"@KidFury well if you have milk chocolate, it is kind of healthy! Oh, who cares?!?!?!? "
1452911,0,"@combo3 lol. You look about 28, so I don't know what you are talking about.  http://twitter.com/combo3/status/2062845277"
1424306,0,"@GMMR Some said it's the hipster &quot;Knocked Up&quot;, but seeing as how I didn't like that fratboy aspect of the latter, it's def worth a shot "
1371754,0,Getting ready 2 turn it n...I have been up and running since 6:30am and I am about to melt down. Goodnite every1 n Twitterland 
1059909,0,outta the pool now. its waaayyy too hott. haha. chillin in the shade 
1244776,0,@40steps Yes  hehe
1293652,0,"@judyvillanueva don't like acctng? haha, yan p man din yung like kong course. ) btw, watched glee... liked it! "
1174268,0,@JaydyGaGa  ... Was well suprised ... I was like what have I done!!? :s
1259939,0,@Trayvie @AckurateDon @shawnsafaridon @PrinceDrizzy hahaha..u know u want some! 
1458596,0,@tillyx3 hows sims 3 going  ?
1067318,0,@loveyoumoreMJ What time is it for u? heres it's 00:58 
900280,0,"@miasmom1 Awhhh age doesn't matter, you awesome lady you! "
1069900,0,http://twitpic.com/67xie - She is growing up far too quick! 
1036905,0,"@evasnee The Walt Mossberg allthingsdigital blog post about the #Pre, windows mobile, android, nokia, iphone was heavy on UX. "
1288826,0,haha she cant change to soccer now  she cant run with her fatarse for her life! lol
1256717,0,With Juan 
1314508,0,@vaanessahudgens  Glad ur back  how are you? x
1290087,0,is currently at work and listeninng to boy hits car which is a nice change 
1027995,0,90210 marathon again. Kings of Leon plays in the background while I wait for it to download. 
1456363,0,@BrianMcnugget good for you Brian 
807839,0,who are some good people to follow?? any ideas anyone?? 
1269167,0,"@theblondone, Excuse you. Haha  What are you drinking?"
922922,0,baby this is you wake up call  wake up!
1553359,0,K definitely good news- i just got my new chase card in the mail 
1478991,0,@hahahafiz yup...I guess alternate reality is something people might want to be in right now to be but cannot in real life  hehe Scientist
1210659,0,@kherrylobrien lol. i guess... 
1048552,0,@ItsJustDi 
884141,0,"OMG People don't change, do they? "
806130,0,"@lrgnpaul is trying to make said wicket less sticky, "
1450111,0,@rey_z it was gooood  not exactly nice weather...but I bought some stuff. went on the kings road 
1173205,0,CATCH ME BUZZZZiN ALL OVER YA RADIO RIGHT NOWWWW  IPOWER 92.1 FM  OR WWW.IPOWER921.COM  10AM -2PM
1552977,0,"right, time for me to head of home, speak to ya all in a bit "
1465500,0,work mikeys graduation dance. long and busy day for me. 
1546131,0,"@JessKok Haha, gefeliciteerd! "
1184472,0,@brendaxoxo I wanna do the Safety Dance with you 
887718,0,"@stinginthetail crying like 'omg my new wife is so beautiful, this is the happiest moment of my life'. "
900820,0,"no school today, teacher cancelled the lesson  chillin'"
897508,0,Look who's on twitter @coseyfannitutti     (via @KimberlyKane) fallow Chris  As well he tweets more
1057510,0,@PMKU Thank you! 
1296020,0,@LeighMolnar  Thank you very much! 
1140929,0,Lakers : we goin to the ship ! what what ! we do it big in cali baby 
1024109,0,"Still in Vegas, fly back to Va. Tonite on the red eye with my kid in tow. She's gonna love her new bedroom and backyard playground "
1074401,0,"im very very tired today, what i need is a good hot bath "
1245572,0,@CrunchyK We can tell when u guys take a break...LOL...Everyone comes out to play! 
1461291,0,off to do recording 
1524896,0,@afectado if it is summer it is good weather but the previous day was about 20 degrees and rainy.. a little bit difference 
1390691,0,@Maximus3D Good! wanna see some nice trip photos. 
819207,0,@mdemuth Even if you have lousy penmanship? 
851136,0,first schoolday and I have to say OMG I missed my crazy class ... they are sooo strange  but I am too so it fits 
1295785,0,Tomorrow I get to see Adrian again 
1013254,0,@oliyoung: Fair enough  Well I'll have a crack at it over the weekend. Where did you get your formulae from?
891925,0,@emgtay thanks for the rt! 
985142,0,@modius that sounds nice 
1076088,0,Home chilling with my baby moms lol they did a small bday for me 
1289284,0,watching Soup. Waiting for The Ellen Degeneres Show 
1149038,0,"@NessUHH Why would you sit your whole prom, your supposed to have fun, party, live your life!, I'm seriously gunna beat you up now.JOKING "
881747,0,"@sarahtonner oh, fuck it, laugh it up "
861389,0,aw ily mummy 
1250014,0,"@JeremyCShipp I checked my mail, couldn't wait, thanks again, im excited to read it "
1007086,0,@Newus Not total which is more towards 600 
1388925,0,"@ddlovato Thanks Demi for defending girls like me who have weight difficulties to integrate myself in the society. Thanks so much, love u "
1442030,0,@LaneEllen As per usual: Yes. I know exactly what you mean. 
1164904,0,"@theladywrites Just starting, but so far so good! Coffee is brewing, which is ALWAYS good. "
1360409,0,@SomeKuwaitiya sweeeeeeeeet dreaamzzzzz 
1344838,0,Lea's evo trials: 2171 words so far 
1173907,0,"@thisiseemelie Yay, me too!  How long is yours? Mine's three pages xP"
1571943,0,@Dozer_ Definitely!. Have to do some new ones since the new plates as well 
961352,0,"@ElkaBr  No hurry, I can wait "
983426,0,"@ddlovato friendship is like peeing on yourself, everyone can see it but only you can feel the warm feeling it brings "
1296796,0,he wrote that 
1368353,0,"@JPSalamanca If you do visit Seattle, you should meet my friend Kristie. She shares your love of happy hats.  http://tinyurl.com/mqyqsl"
1236731,0,@Ginger_Billie Vegetable curry is so yummy! 
1394478,0,"@jonesette thanks for the FF, you are fantabulous "
1038300,0,At bravos! Studying for that history final.  One more day! 
880374,0,20 mins. people are starting to come now  im getting excited over nothing hahahaha
1333041,0,"@NASA just a question, what was the biggest number of people in space at one moment ? Wouldn't it be record now, 13 people? "
1253250,0,@Amandabynes http://twitpic.com/4kj0h - Hi Amanda congrats on making loads more mags in the UK!  they LOVE you as a fashion icon here. ...
1284256,0,@jessijessyphone Hi! I'm at home in my town! lol Where are you from? 
1324683,0,@neerav thx for introducing me to the guylian chocolate cafe 
1189105,0,Hey @twisource i can't wait it's my first live imprint   (Imprint LIVE! live &gt; http://ustre.am/14PY)
1250134,0,"@Frank_Whyte I know!!! We've been yakking about it all weekend. He's testing car brakes, I guess doesn't want to take another chance "
1481518,0,In the car going to Queens. Bye kids 
889656,0,@mcraddictal I LOVE Heaven Help Us. It's my favourite b-side in the history of ever 
1151022,0,i got a tan today 
1132955,0,@PrincessSuperC Hey C Its Silvester. Follow Me. 
1274724,0,Night in with good company 
981109,0,"@fitSpirit that my darlin' you may, they r cakes with the secret ingredient being honey...LOL...but my parent get back tomm so for them "
969043,0,i mean..  I really want to mee the casts of Twilight and Ms. Steph too..
932289,0,going to bed and gonna sleep like a baby!  Nighty night... &lt;3
1184711,0,is off to go play tennis with Sarah! 
1113244,0,"Konstantine, such a beautiful song "
1345610,0,Want this job  http://news.bbc.co.uk/2/hi/science/nature/8083230.stm
1588255,0,"@garylamb I am sure one of those two days was a Sunday!!! Ahhhh, Christian chicken- the holy white meat.  "
960898,0,@Maddo93 yesssssss you got how it works! muchachaa  last night was funn hahaha poppy &amp; chastity own lp.
1298250,0,"birthday was amazee, can't wait till saturday though!!   be there 7pm ;D"
1294647,0,@dinno dont know about them.. but i am excited.. will get them waterbottles and dabba.. thats what i liked most of school life 
1157852,0,Going to castle park today with Jess and some others 
1187251,0,"just showered, now watching suite life of zack and cody re runs "
918916,0,"@gracepearl Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime "
1179180,0,Just got word that he has an industry meeting in LA this summer!!   Dreams really DO come true! *hopefully*
1237298,0,@daisyx awesome!!! Thanks! 
1431688,0,Haha! Wow..I was just on 101.1 Wixx  haha Casey Jones
1101279,0,"Why so much bad/scary news this morning on Fox &amp; Friends? It's Saturday, I don't want to know what's going to kill me today. "
939848,0,@iantalbot not my department but at least he spotted it in time 
1342155,0,@Spudr1ck Cute. I'm diggin' that tweet. 
1319868,0,@Fuzzbutt_Towers TNX  I'm preparing the Jensen ones to post now =D
1006215,0,@MichellebDOTcom baby u got me all resface just watching u 
1393829,0,"@SonnyLovato  How are you? Fine, you? haha ask and answer"
955269,0,is recovering from last night! such a good night though everyone! happy 18th amy  xx
1139211,0,@rampib had a great day babe. (K) we really needed it today.  i love my world
1036810,0,"#FF #4 @LeslieSanchez &amp; @mccainblogette prove that not ALL the fun girls are Democrats! Funny, kind &amp; smart even if conservative. "
1424873,0,@crossstitcher Awesome! I've always been interested in Reiki. Glad it worked out well for you! 
1502114,0,Homeward bound  resting time!
1286511,0,"@jeremyroloff Welcome to Twitter!  Nice to see more of the Roloffs are joining the fun, heh."
1493990,0,"via @positivitynow:  Hi thanks for following, wishing you peach and success... Colin  oh ps. Check this  http://bit.ly/8Yk88 how to sp ..."
1276977,0,@sahilk @IamSB Under deep influence of drinks such problems can take a long time to solve 
942773,0,"@DavidArchie David, will you make a video blog here in the Philippines? Please? And will u wear the &quot;barong tagalog&quot; given to u? "
964176,0,@nkotbcanada Hiii! I just realized i wasn't following you when i was pretty sure i was. Weird. I fixed that. 
1167759,0,"my trusty Wuss needs more work...shock absorbers, engine supports, alignment...8 years of trustworthy transport  I love my car."
1075960,0,"@RonHogan NIce bumping into you again, Ron. "
1559274,0,On the phone. Home alone 
981773,0,@AyahNasan Oh 'n ur pic is cute too ya3ni it6ala3i how he's lookin at u ;) Evrythin's gonna be alright 
938983,0,Going to Bakewell tomorrow on my day off...Let's hope the weather improves 
1371561,0,"I'm going to bed. Good-night, my tweethearts!  I'll be on tomorrow. Bye!! "
1212252,0,@Suksy OCSL! No formal shoes. So only complete casuals is the way out! 
1526641,0,"The character there is Bronks, he's the mascot of some sorts.  hehe"
821929,0,@danger_skies  thank you 
1474769,0,Morning  breakfast then hanging with the fams! Have a great day! P.S. Someone please tell me we're in store for sunshine next week?
1192263,0,Red Chili agaaaaain.  wit @jojobluhhd and @salinaNissa
1511408,0,"@recamel Yays, for your hammock and yays, for your mom heading more in the right direction  And yays, for 5000 more miles, hehe "
1421348,0,Gotta love @johncmayer &amp; @TheEllenShow ... This video always makes me smile  http://bit.ly/SVdfL
1553487,0,@lilyroseallen your posts display a depth your publicists hide. A good thing 
1481832,0,More energy today.  I wonder if it's the workout or good sleep. Lol
1393890,0,i'll gooo to malloooorcaa  so so excited 
1020794,0,Listening to Lady GaGa while STILL waiting for Lich King to finish installing. &lt;sigh&gt; I love her music. 
1545640,0,"@Sandman1981 Nope, licit, meaning legal.  Opposite of illicit.  Legit would've worked too, but wasn't the first word I thought of."
1305842,0,Boy u know I I I I I I love u (lenny williams voice) @gdott!!!! 
1244186,0,"@LittleFletcher hey, carrie! is it true that you're dating a boy that looks like a vampire?  you must be feeling like Bella! "
1380752,0,"Feeling like an idiot. Looking up instructions for making a call to Europe. Obviously, I need to get out more. "
1487542,0,Glad to find out that @TommyW is now following me 
994785,0,Video: blinded-by-the-chains: AWW HE ESCAPERED  thats fucking adorable http://tumblr.com/xb51t6iim
1422051,0,"Just got done at BLORAs waterfestival! Got sum orange grey goose  headed to the houstons' for dinner, movie n drinks "
1192812,0,@chrishasboobs follow me 
1034864,0,just auditioned now back to corona...i hate that i drive 2 hours for a 2 minute audition hmmp....pray that i get the part 
1138356,0,looking forward to tomorrow's trail ride on Boston with Sandy &amp; Gabriel   Meeting at 1:00 if anyone wants to join.
1080544,0,"With every step you climb another mountain Every breath it's harder to believeeeeee (&quot;sing&quot;, hahaha i'm crazy xD) sorry I love this song "
864860,0,"ok my fellow tweets, aim me [ L A V I S H L Y Y L I F T E D ] it`s cuddle time &amp; i`m tryin` to get Tucked. "
953145,0,Saw Star Trek Gd film like the effects 
1515777,0,"During our English time, my seatmate and I are talking about @DavidArchie. We agree to each other so much. haha He is SO humble. "
1214526,0,"@gobi_one anyway, shouldn't you be shaving your legs now you're a proper time trial cyclist now... "
896971,0,@ScottATaylor Thanks for the luv and that was sweet of you!!  (don't sell your soul-we need it here on Twitter!)
1373478,0,"@StewartWade Yep, i'm going with that and with that Britney thing that  @suzysak suggested. "
1370914,0,"@thedailydish  okay... so we cool now then?  hehe so did you fig. your plan for 2nite?  I, my dear friend AM WORKING!!! "
1262881,0,"I am opening up my &quot;to meet up&quot; diary to include both Twitter and Facebook friends..Anybody visiting Singapore soon? DM me, ok "
1134190,0,Getting beautified for my party 
1467661,0,I love sunbathing. 
1484879,0,@QueenofScots67 good evening  
1284440,0,Had some niice pancakes for breaky  Now gonna wash my hair and sunbathe 
1205266,0,@LahainaDotCom Thanks. Let's meet in the afternoon... water is calmer for snorkeling in the morning.  How does 2 pm sound?
1263143,0,@Kayleetanner I just got back from the wrapup party for relay for life.  So I'm feeling good LOL nothing like relaxing  do you work a lot
1283339,0,@Krftd It's more of the artistic finds that I come across. Twitter gets info and not much art in my stream. So... i figured a way  Thx!
1345465,0,"Hmmm, Rain(N) i Love My Life "
1343561,0,Photo: supjustin: yesh!  http://tumblr.com/xfk1yfqd7
878179,0,Going to sleep! Jeff dunham was HILARIOUS!!! Had a good date night 
1010047,0,@Rove1974  LOL!!! ROFPMSL!!! Good call 
979971,0,@R_D13 hey BRo  how is it in Polska? still there or already back in UK?
994972,0,I have been speaking italian all day on the phone. Bigger phone bill sure. But I am improving my italian. 
1552994,0,@iloveerica blonde in but keep some dark in between... ima post a pic when its all done! 
1423638,0,Thats cool 
1515988,0,@DavidArchie - &quot;Hush cats! People are trying to sleep! You shouldn't fight anyway.&quot; Thanks for the laugh. 
1595114,0,@KwetterKas yes I know I'm so happy that apple finaly has done this apple rocks!!  so are you getting the update tomorrow? 
1411733,0,"Is missing her husband, 7-9 days to go. I cant wait to see him. jojo's are so bigggg  and sleeping through the night, WHOO!"
1263177,0,Thunderstorms finally here!! 
1275426,0,Have a wonderful Tuesday 
1061330,0,I'm listening to Journey! 
1078170,0,"@ lettergirl Done, too. I used to live in North Florida, once upon a time - a Panama City girl is okay by me. "
886081,0,Back from swimming with my daughter. Life is good  #fb
1067378,0,Bout to hit up the movies tonight wit @VerdyBaby and her friends  we r going to go c the movie UP lol
905697,0,@spudcomics wow thanks for saying that man! I'd love to illustrate children's books! 
1578964,0,@salspizza I will be fine. Tough as ole boots 
1469810,0,@nicktionary I use strap locks 
1586104,0,"OMG, i'm excited - I have Twilight Rifftrax - i know what ima be doing in a few minutes  "
1384739,0,@LaurenDayMakeup yeah i love that u can angle things  instead of having them straight against the wall  once finals are done i will play
1062408,0,"@VelcroShoes lol well not quite the entire cast xP but that was awesome! but yep, looking forward to tomorrow  wooot!"
873210,0,At work. Can't wait to get home to my woman. . i know she cooked for me. . .  
1086715,0,@aprilllllx I FREAKING LOVE YOU!! ahaha. 
1593163,0,"aaje aa Angrezo pacha kem mane  follow kare che? lage che ke #Hindi sikhine aaiwa che, pan aaje hu #Gujrati bolwana mood maa chu.. "
1372894,0,@trent_reznor congratulations ~~~ that's quite an achievment and something to be proud of for sure 
842284,0,The government doesn't need to do sensis anymore! They have Facebook &amp; Twitter 
1143067,0,A rather sudden and swift stormy night in Indy - thats what we call a quickie  15 minutes of natures fury and then its gone...
1319725,0,"@suddentwilight damn, the hole in the fence never appears. tnx "
800475,0,This latest episode of NewNowNext is like full of awesome! 
1472806,0,The Blizzard reward for completing a good 30-mi ride yesterday was also part of #RAGBRAI training 
1512106,0,"@donniewahlberg mornin' rise n' grind today, I am wearing my new @B_club t shirt to work today....planning on having a good one "
1546978,0,@corrinnewhite Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1073616,0,Full of alfredo watchin baseball at joshs new apt. 
1041359,0,good day today....good night 2 ery1 ............ i loveeee kesha! nd missssss her rofl  remember ! we gon be drinkn margaritas on da beach
1309685,0,@wtfdeee lmfao! You have!!! 
1338624,0,@RaulDore yea we always do them on a Thursday 
1214777,0,@fdevillamil got it..thank you! 
1558770,0,like my new background?  
1019535,0,@andrewghayes Thank you 
989362,0,"@yowneh Yes, very soon! Let's go somewhere where there are a lot of shops. Hahah. "
1071708,0,"@mattwalton if I ran for congress I'm sure you could have all of my hand-me downs, yes. "
1035534,0,So can anyone tell me how you can be past exhausted but cant sleep. Mabie i am just weird. 
847064,0,watching ellen bathroom concert 
1409413,0,@NickHate most painful tat i got was on my chest. lines r off from my squirming. 
1227657,0,@dustyrose2005 I just sat down and started writing   Took writing seven books to finally sell one.
1093242,0,@thetruthuntold Ooo la la 
1572537,0,@phillytatgirl pls follow @thepjmorton he has a GREAT book coming out and I ENCOURAGE YOU TO READ IT 
1097681,0,@Alleystack happy bday babe 
1599911,0,Oh my god. Cookie dough frijj. I just spaffed in my pants  so much joy for Â£1.05.
1012698,0,"@alannahJc oh, god thanks.  i thought it was showing eminem.. cuz i still see him.. ahh i hate youtube."
1270227,0,"@JonathanAB Morning Jono  Crikey, that sounds dreadful!"
1293288,0,@Skyebogle Life should get much easier for you now that you've finished IB 
1028851,0,Thank god for Nick's iTunes! How else could I listen to the lovely Frank Sinatra 
927625,0,@BluePhoenix1 so SNL was good? i really wanted to watch it last night but couldnt convince my elders it was necessary 
1112366,0,Thomas Land rocks! Also discovered that Morgan is an adrenaline junkie - he loves the fast scary rides! 
901209,0,Quiet day at work 2day.Just had dinner. Whats doin out there? 
828996,0,@markAchambers http://tinyurl.com/d2fl3n 
1445973,0,@pareidoliac you have one awesome blog!  just bookmarked    love the use of Garland theme in blogger ... nice adaptation.
801726,0,@maymaym My #kfanyc is not up because I do not have server space.  Will fix that in May.  Everything can happen in May. 
889533,0,trying to enjoy the last month of summer 
1062325,0,On the way home. All is well 
1364849,0,cold beer on a fridayy night 
1113772,0,@nerdsrocket soooorrry! 
1551270,0,@shauninman Mint Curry?  Have you any Chiptune recommendations? 
1266800,0,"@kstrychnine8 No, but it sounds like something I should try.  Thanks for the suggestion.  "
1371153,0,Buenas noches...on my son's house 
1021966,0,@drewbrownmusic If you get fired then that means you're totally free and clear to get out here for Monday! 
1204202,0,i just want people to know that i;m still bored. Haha 
1317266,0,@vineethjose  yes thanks
1075475,0,"@MissKailyn awww... Hang in there hun~ look at on the bright side, vancouver is not glommy anymore "
905146,0,19 days and counting  
1445411,0,"discuss comics, anime, manga, music, tv/movies at CKP!  ckp.19.forumer.com http://plurk.com/p/z0b2k"
1541203,0,@RobinMuto Looking forward to your tweets! 
1204262,0,@_CINNA_ ben chillin all day 
1166731,0,I think I'm going to go do some revision in my garden now.  ?
1055246,0,Watching up today 
1239497,0,@slessard Whiskey!!! Keep on truckin.  u guys workin on Squrim yet?
1041143,0,Yay...got an early mark from work! Weekend...here I come   
1369425,0,Great job everyone   Â¡Ãl Berto!
1407968,0,Still figuring out this twitterberry thing... 
1396105,0,@icy26 Yeah. 
1258678,0,@TatianaKM I like that - #BuckNationstrong. 
1319351,0,"@mantegurl, Icarly is awesome!! "
813627,0,@ItsJustDi if nothing else see if they would be open to a 6 and 12 month performance review with opps for raises then 
960874,0,texted into radio 1. hoping for a good luck off @dougiemcfly &amp; @mcflyharry &amp; @dannymcfly &amp; @tommcfly  xx
1488810,0,"Tom is number one again  We will have to keep voting though, Archie will be back"
973134,0,@Reinachango have a save flight a great time in downunder 
1281899,0,@Helicoptergoes I'm on hulu untill its over 
1081204,0,@Nay_Danger I talked to some people at the palm beach post about demi m&amp;gs for us. They said they would ask around 
1019799,0,"@KendallCoach integrity is a great addition! thanks, Kendall  ?"
836719,0,"I love Wordpress. Blog created, upgraded, settings customized, and users made in under 30 mins. All that's left is the design "
1212501,0,"just got back from a crazy weekend in Virginia, 90's theme part, got crunk, just got home "
1130306,0,NHL 09 + Red Grapes + Tweeting + Chilled out tunes = A good time 
1301311,0,"@enterbelladonna lookin` for an answer?  dick suckin lips.  Lookin` for someone to agree, I agree  !!!!"
1291817,0,So tired! Do not wanna take my final 
935859,0,@oneluvimport23 whoohoo thanks! I'm just glad its over  no more pressure
1400565,0,taking my puppy 4 a walk 
861318,0,@MacTipsDaily pretty sure doc said 'if you're really worried take a baby aspirin' 
1379274,0,Classes moved to June 16 
1476011,0,My nephew Gage is counting down the days to my birthday. How cute is that!! I love you Gage and Adi-cakes! 
1132408,0,is relaxin on the beach watchin some dude on stage that i've never heard of..o well it's free 
1267897,0,can't wait for my day off Wednesday 
1513245,0,upper body still kicking back against hectic tennis session - ouch. But that must mean I was doing it right. Hello Monday 
1572880,0,"@gruber When I see the number 3 on a black background, I always see Mickey Mouse sleeping  http://twitpic.com/7inn5"
1205931,0,@TiffanyGiardina hey i just wanted to say that you are SO awesome and i really look up to you and how down to earth you are 
1102110,0,Killed myself at combat but now sitting in the garden soaking up some rays! 
1435506,0,@CinemaChic 
1403911,0,"@seichan90 Not just a fan, a MAJOR fan! I'll be cheering him on too! (I came sooo close to meeting him once  soo cool!)"
1501463,0,@Meeeshell_N are you bored because i'm not there??? 
1193754,0,Apparently mumbling about &quot;Twitter&quot; while I was sleeping is a sure sign to finally get one. You win Christopher  Hello twitter world.
812252,0,@Mr_Sands Awesome!! I've been waiting for something new from her for so long! 
1334694,0,Installing Windows 7 RC now. Impressed with MS after I spent a week with IE8 and it crashed less than a 100 times ... 
807642,0,@Organic_Ryce haha  I thought you don't like to get a sun tan.
1426287,0,@MusicalD Its okayy @ the moment am in bed.. wanted to go out ravein but its cold up north..feels like winter again!!.. . wot u up 2? 
868390,0,whenever i try typing twitter into the adress bar thing i type it wrong and end up on this site that sells t-shirts... 
919726,0,"3500 downloads for quickpwn 3.0b5 with cydia, Thanks for playing "
1374933,0,@FrancisDy Haha! You have a point. 
1083570,0,playing mario kart on muh wii. totally kicking justin's ass. had such a great birfday night  luvs muh franz.
1041336,0,Madonna &quot;4 Minutes&quot; ? http://twt.fm/135777 - Hell yeah! This is my jam biznitch! 
1090116,0,"@cyanida nah, if you're transferring within the airport it's fine- technically you're not entering the US if it's a transfer "
1270319,0,@Geekwife Murphy's Law! Call yr dentist in the am for advice if it doesn't come out by then 
1177058,0,on the way to the cape with the fam. yayy good weather 
1447147,0,@DavidArchie Good Job tonight! I got the chills when you sang!  BRAVO!
1155676,0,@azsamad i haven't heard myself either - first time! i've brought my video camera for your sake today. 
1428682,0,Oh right:  &quot;...this beat is SICK&quot; lol 
939549,0,UGH GOTTA TAKE THIS DAMN AP TEST TODAY I HOPE I FREAKN PASS 
1358056,0,@tanyalikespink i'm sure whatever you do it will look great! @jonathanrknight won't know what to do with you and @ratties ! 
1143668,0,Home  good day
1238048,0,Absorbed some sun yesteday-so no longer am I albino white but have upgraded to eggshell white 
1274570,0,"@primatage All is good, sunny day (going to turn sunny and hellishly hot in few hours). You? "
1365754,0,I'm so tired...I don't feel so sick to my stomach anymore though. Guess all my nerves have calmed down. ;p I really like New Hampshire! 
1588602,0,@lonita Been meaning to add my lj friends to twitter-- mottledpigeon here. 
1288396,0,@AmnestyEvermore welcome back!  
1100068,0,@unabanana Nope. We're romancing 
1270025,0,"@willowpolson Yep, yep, yep! Cool, huh? "
1393939,0,"about 3 cups of coffee, working on a project, and watching the secret life of the american teenager thanks to meagan "
1522080,0,I am home at last what a week!  
